Eil. Nr.,Lic. Nr.,"
Licencija galioja",,"
Duomenys skelbiami nuo 1999-01-13.
Licencijos verstis mažmenine prekyba tabako gaminiais turėtojo rekvizitai:",,,,Tabako gaminių prekybos vietos,,Licencijos,,Licencijos galiojimo sustabdymo datos,,Licencijos galiojimo sustabdymo panaikinimo data,Sandėlio adresas,"Licencijos galiojimo panaikinimo data
(skelbiama nuo 2011-01-01)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ten pat,44
,,nuo,"iki
(n – neter-
minuota)","pavadinimas 
(nuo 2017-11-01 rekvizitus įmonės tikslina tik VĮ Registrų centro Licencijų informacinėje sistemoje https://www.licencijavimas.lt/lis-epp-app/public)",kodas,teisinė forma,buveinė,miesto dalis,pavadinimas ir adresas,papildymų datos,patikslinimų datos,nuo,iki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ten pat,51
224,1206/15,11/30/2005,n,UAB „Palink“,110193723,,,Senamiestis,"parduotuvė, Vilniaus g. 56 / Nemuno g. 34, Kaunas",,,,,,"Lentvario g. 33, Vilnius; Vilniaus g. 56 / Nemuno g. 34, Kaunas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1206/16,3/14/2006,n,UAB „Palink“,110193723,,,Eiguliai,"parduotuvė, Sukilėlių pr. 61, Kaunas",,,,,,"Lentvario g. 33, Vilnius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1206/17,3/21/2006,n,UAB „Palink“,110193723,,,Vaišvydava,"parduotuvė, Didžioji g. 98, Kaunas",,,,,,"Lentvario g. 33, Vilnius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1206/18,10/16/2006,n,UAB „Palink“,110193723,,,Dainava,"parduotuvė, V. Krėvės pr. 57, Kaunas",,,,,,"Lentvario g. 33, Vilnius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,1206/19,10/16/2006,n,UAB „Palink“,110193723,,,Dainava,"parduotuvė, V. Krėvės pr. 97, Kaunas",,,,,,"Lentvario g. 33, Vilnius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,1206/20,10/16/2006,n,UAB „Palink“,110193723,,,Dainava,"parduotuvė, Savanorių pr. 214A, Kaunas",,,,,,"Lentvario g. 33, Vilnius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1206/21,10/27/2006,n,UAB „Palink“,110193723,,,Smėliai,"parduotuvė, Baltijos g. 59, Kaunas",,,,,,"Lentvario g. 33, Vilnius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,1206/22,11/28/2006,n,Uždaroji akcinė bendrovė „PALINK“,110193723,,,Gričiupis,"parduotuvė, Taikos pr. 34A, Kaunas",,,,,,"Lentvario g. 33, Vilnius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1206/23,3/23/2007,n,Uždaroji akcinė bendrovė „PALINK“,110193723,,,Milikoniai,"parduotuvė, Jotvingių g. 15, Kaunas",,,,,,"Lentvario g. 33, Vilnius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1206/24,11/25/2009,n,Uždaroji akcinė bendrovė „PALINK“,110193723,,,Dainava,"parduotuvė, Partizanų g. 44A, Kaunas",,,,,,"Lentvario g. 33, Vilnius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,1206/25,6/10/2010,n,Uždaroji akcinė bendrovė „PALINK“,110193723,,,Kleboniškis,"parduotuvė, Kleboniškio g. 27B / Vaistariškių g. 2, Kaunas",,,,,,"Lentvario g. 33, Vilnius; Kleboniškio g. 27B / Vaistariškių g. 2, Kaunas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,1206/26,12/1/2010,n,Uždaroji akcinė bendrovė „PALINK“,110193723,,,Naujamiestis,"parduotuvė, Laisvės al. 90, Kaunas",,,,,,"Lentvario g. 33, Vilnius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,1206/27,12/21/2010,n,Uždaroji akcinė bendrovė „PALINK“,110193723,,,Kalniečiai,"parduotuvė, Tvirtovės al. 12A, Kaunas",,,,,,"Tvirtovės al. 12A, Kaunas; Lentvario g. 33, Vilnius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,1206/28,1/17/2011,n,Uždaroji akcinė bendrovė „PALINK“,110193723,,,Dainava,"parduotuvė, V. Krėvės pr. 13, Kaunas",,,,,,"Lentvario g. 33, Vilnius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,1206/29,2/8/2011,n,Uždaroji akcinė bendrovė „PALINK“,110193723,,,Dainava,"parduotuvė, Partizanų g. 134, Kaunas",,,,,,"Lentvario g. 33, Vilnius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,1206/30,12/7/2011,n,Uždaroji akcinė bendrovė „PALINK“,110193723,,,Eiguliai,"parduotuvė, Sukilėlių pr. 84, Kaunas",,,,,,"Lentvario g. 33, Vilnius; Vaišvilčių II k., Panevėžio r. sav.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,1206/31,4/12/2013,n,Uždaroji akcinė bendrovė „PALINK“,110193723,,,Naujamiestis,"parduotuvė, Laisvės al. 53, Kaunas",,,,,,"Lentvario g. 33, Vilnius; Laisvės al. 53, Kaunas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,1206/32,12/12/2014,n,Uždaroji akcinė bendrovė „PALINK“,110193723,,,Amaliai,"parduotuvė, Ateities pl. 4A, Kaunas",,,,,,"Lentvario g. 33, Vilnius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,1871,11/24/2015,n,UAB „Bennet distributors“,110365450,,,Milikoniai,"parduotuvė, J. Grušo g. 8A, Kaunas",,,,,,"Fabijoniškių g. 75A, H. Manto g. 3, Kalvarijų g. 59A, Kęstučio g. 50, Papilėnų g. 14, Šeškinės g. 22A, Šeimyniškių g. 23 / Raitininkų g. 2, Vilnius; J. Grušo g. 8A, Kaunas; Liepų g. 25, Bangų g. 21-2, Klaipėda; Gedimino g. 96, Marijampolė; Laisvės a. 10, Prienai; Ugniagesių g. 10, Alytus; J. Basanavičiaus g. 24/7, Jonava; Tilžės g. 17, Šilutė; Respublikos g. 2, Telšiai; Laisvės a. 26, Panevėžys ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,874,5/24/2000,n,Bendra Lietuvos ir Bulgarijos įmonė UAB „Filipopolis“,110384422,,,Naujamiestis,"specializuota parduotuvė, Maironio g. 20-2, Kaunas",,,,,,"Maironio g. 20-2, Neries krantinė 16, Rytinės galerijos 18 sandėlis Pramonės pr. 16, Taikos pr. 102, Vilniaus g. 64, Kaunas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,874/1,7/18/2001,n,Bendra Lietuvos ir Bulgarijos įmonė UAB „Filipopolis“,110384422,,,Naujasodis,"parduotuvė, Rytinės galerijos 18 salė, Pramonės pr. 16 (5F1b), Kaunas",,,,,,"Taikos pr. 102, Neries krantinė 16, Vilniaus g. 64, Kaunas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,874/2,1/9/2002,n,Bendra Lietuvos ir Bulgarijos įmonė UAB „Filipopolis“,110384422,,,Senamiestis,"parduotuvė, Vilniaus g. 64",,,,,, ten pat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,874/3,10/12/2004,n,Bendra Lietuvos ir Bulgarijos įmonė UAB „Filipopolis“,110384422,,,Naujasodis,"parduotuvė rytinės galerijos 16 salėje Pramonės pr. 16 (5F1B), Kaunas",,,,,, ten pat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,874/4,5/30/2007,n,Bendra Lietuvos - Bulgarijos įmonė uždaroji akcinė bendrovė „FILIPOPOLIS“,110384422,,,Vilijampolė,"parduotuvė, Neries krantinė 16, Kaunas",,,,,,"Neries krantinė 16, Kaunas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,874/5,3/5/2009,n,Bendra Lietuvos - Bulgarijos įmonė uždaroji akcinė bendrovė „FILIPOPOLIS“,110384422,,,Naujamiestis,"parduotuvė, Vytauto pr. 28, Kaunas",,,,,,"Savanorių pr. 60, Laisvės al. 80, Vilniaus g. 64, Neries krantinė 16, Pramonės pr. 16B, Kaunas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,1493,5/10/2005,n,UAB „Lukoil Baltija“,110441713,,,Lampėdžiai,"degalinė, Raudondvario pl. 288, Kaunas",,,,,,"Raudondvario pl. 288, Ateities pl. 37A, K. Baršausko g. 64, P. Lukšio g. 66A, A. Juozapavičiaus pr. 90, Kaunas; Kumpiai, Domeikavos sen., Kauno r.; Giraitė, Užliedžių sen., Kauno r.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,1493/1,5/10/2005,n,UAB „Lukoil Baltija“,110441713,,,Naujasodis,"degalinė, Ateities pl. 37A, Kaunas",,,,,,"Ateities pl. 37A, K. Baršausko g. 64, P. Lukšio g. 66A, A. Juozapavičiaus pr. 90, Kaunas; Kumpiai, Domeikavos sen., Kauno r.; Giraitė, Užliedžių sen., Kauno r.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,1493/3,5/10/2005,n,UAB „Lukoil Baltija“,110441713,,,Gričiupis,"degalinė, K. Baršausko g. 64, Kaunas",,,,,,"Ateities pl. 37A, K. Baršausko g. 64, P. Lukšio g. 66A, A. Juozapavičiaus pr. 90, Kaunas; Kumpiai, Domeikavos sen., Kauno r.; Giraitė, Užliedžių sen., Kauno r.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,1493/4,5/10/2005,n,UAB „Lukoil Baltija“,110441713,,,Eiguliai,"degalinė, P. Lukšio g. 66A, Kaunas",,,,,,"Ateities pl. 37A, K. Baršausko g. 64, P. Lukšio g. 66A, A. Juozapavičiaus pr. 90, Kaunas; Kumpiai, Domeikavos sen., Kauno r.; Giraitė, Užliedžių sen., Kauno r.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,1493/8,5/10/2005,n,UAB „Lukoil Baltija“,110441713,,,Eiguliai,"degalinė, Islandijos pl. 61A, Kaunas",,,,,,"Islandijos pl. 61A, Ateities pl. 37A, K. Baršausko g. 64, P. Lukšio g. 66A, A. Juozapavičiaus pr. 90, Kaunas; Kumpiai, Domeikavos sen., Kauno r.; Giraitė, Užliedžių sen., Kauno r.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,1493/12,5/10/2005,n,UAB „Lukoil Baltija“,110441713,,,Eiguliai,"degalinė, Statybininkų g. 3A, Kaunas",,,,,,"Statybininkų g. 3A, Ateities pl. 37A, K. Baršausko g. 64, P. Lukšio g. 66A, A. Juozapavičiaus pr. 90, Kaunas; Kumpiai, Domeikavos sen., Kauno r.; Giraitė, Užliedžių sen., Kauno r.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,1493/13,5/10/2005,n,UAB „Lukoil Baltija“,110441713,,,Naujamiestis,"degalinė, Karaliaus Mindaugo pr. 54, Kaunas",,,,,,"Karaliaus Mindaugo pr. 54, Ateities pl. 37A, K. Baršausko g. 64, P. Lukšio g. 66A, A. Juozapavičiaus pr. 90, Kaunas; Kumpiai, Domeikavos sen., Kauno r.; Giraitė, Užliedžių sen., Kauno r.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,280,1/1/1999,n,UAB „SANITEX“,110443493,,,Naujasodis,"parduotuvė, patalpa 1-119, Ateities pl. 39",,,,,,"pastatas 1E1b, patalpa 1-120, Ateities pl. 39; Raudondvario pl. 131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,280/1,7/12/2000,n,UAB „SANITEX“,110443493,,,Naujasodis,"parduotuvė, Pramonės pr. 16, pastatas 7F1b, patalpa 1-1",,,,,,"Pramonės pr. 16, pastatas 7F1b, patalpa 1-1; Raudondvario pl. 131; pastatas 1E1b, patalpa 1-120, Ateities pl. 39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,280/2,11/24/2011,n,UAB „SANITEX“,110443493,,,Veršvai,"parduotuvė, Raudondvario pl. 131, Kaunas",,,,,,"patalpa 1-120, Ateities pl. 39, Kaunas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
